ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "Ботинки Rivadi 2254 37 ( 24 см) Черная кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/4e51543aaa282e5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4133bbba45a694c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1cedc8101eeffe5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/741b5245329fa92.jpg, http://zakupka.com/storage/firms/27/10910/10910249/002fb11b81937d6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b253d83bb38f86c.jpg", , , , , , , , , , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "37 ( 24 см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 41(26;7см) Черная кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/aef3c4bafcd4d34.jpg, http://zakupka.com/storage/firms/27/10910/10910249/55f3e9664af5655.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e3f7a11bbfb9d42.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c54cb16abb3f47d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bbe8612796862c3.jpg, http://zakupka.com/storage/firms/27/10910/10910249/140616fd2a51a92.jpg", , , , , , , , , , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "41(26,7см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 36(23;4см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/acf7334e3291382.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5fb1e80462fb7ef.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8d08a614a3d6cc6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c47e4771964ed95.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6c1a66172281f46.jpg, http://zakupka.com/storage/firms/27/10910/10910249/52bfd11241a5a2f.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "36(23,4см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 37 ( 24 см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/740a9cfeb870131.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3b10c6ab36fabed.jpg, http://zakupka.com/storage/firms/27/10910/10910249/a9785a0b0f2df1b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/24a84dce7cad5a1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cbb6cc619da95f7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/81a0f491fae50bb.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "37 ( 24 см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 38(24;7см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/70c7a30a94efec5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9aabfc9d5af87b2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/33517ead0cbf87e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e4d0c80379e51ab.jpg, http://zakupka.com/storage/firms/27/10910/10910249/72b73b998803744.jpg, http://zakupka.com/storage/firms/27/10910/10910249/06ff07be06c38d8.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "38(24,7см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 39(25;3см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/58899763046290c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bbd418ee9ad4a3b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1b305a03e934301.jpg, http://zakupka.com/storage/firms/27/10910/10910249/13951e897d15f24.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c12def026181fd9.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ff7b175ca5386f1.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "39(25,3см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 40(26см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/b52c9c3860f1fac.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ba0619b11231748.jpg, http://zakupka.com/storage/firms/27/10910/10910249/886146a35123cdf.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bceb17dd13e161b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5a5605cea06564a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0fe2a1e093ef0e9.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "40(26см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 41(26;7см) Синяя кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/f59329b5a6efee2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/208817023c5f00f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/991f40ad7b32518.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c1f9613511a2593.jpg, http://zakupka.com/storage/firms/27/10910/10910249/85540ee095680ff.jpg, http://zakupka.com/storage/firms/27/10910/10910249/00ec5113e4de425.jpg", , , , , , , , , , , , , "Цвет", "синий", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "41(26,7см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 36(23;4см) Бордовая кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/e3cd28ec396f2b8.jpg, http://zakupka.com/storage/firms/27/10910/10910249/468b53ea9b0b1f7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/66912df86caac9b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ab3203e6c1906e2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fa0557beef37ee7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9b34ce1442a3cd6.jpg", , , , , , , , , , , , , "Цвет", "бордовый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "36(23,4см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Ботинки Rivadi 2254 37 ( 24 см) Бордовая кожа", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 2600.00, "Категории > Женщинам > Обувь > Женские ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/97726f4d5bcb6ee.jpg, http://zakupka.com/storage/firms/27/10910/10910249/60d11f3a49ea214.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4e2bfb34037edd5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/de7b0270f41f4e8.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cc6a60b9fb5e64d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/690b7f7469fb14c.jpg", , , , , , , , , , , , , "Цвет", "бордовый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "Терморезина", 1, 0, "Материал подкладки", "натуральная цигейка", 1, 0, "Size (Размер)", "37 ( 24 см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
